,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
771,Issues,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,audio_features,7vu0JkJh0ldukEYbTVcqd0,spotify:track:7vu0JkJh0ldukEYbTVcqd0,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,https://api.spotify.com/v1/audio-analysis/7vu0JkJh0ldukEYbTVcqd0,176320,4
772,Dil Ki Baatein Zakir Khan Bhai Ke Saath | The Ranveer Show हिंदी 123,0.613,0.508,7,-8.489,1,0.0343,0.275,8.28e-06,0.0809,0.327,144.106,audio_features,1ZGLauVoD74BU8y8O5btcO,spotify:track:1ZGLauVoD74BU8y8O5btcO,https://api.spotify.com/v1/tracks/1ZGLauVoD74BU8y8O5btcO,https://api.spotify.com/v1/audio-analysis/1ZGLauVoD74BU8y8O5btcO,221667,4
773,On the Nature of Daylight,0.065,0.341,10,-12.743,0,0.0482,0.154,0.854,0.109,0.0334,65.38,audio_features,56oReVXIfUO9xkX7pHmEU0,spotify:track:56oReVXIfUO9xkX7pHmEU0,https://api.spotify.com/v1/tracks/56oReVXIfUO9xkX7pHmEU0,https://api.spotify.com/v1/audio-analysis/56oReVXIfUO9xkX7pHmEU0,371747,4
774,Yeh Jo Des Hai Tera,0.64,0.357,1,-10.582,1,0.0321,0.433,1.37e-05,0.127,0.148,124.518,audio_features,65fbHxPPnRGPXaGN3PtpXd,spotify:track:65fbHxPPnRGPXaGN3PtpXd,https://api.spotify.com/v1/tracks/65fbHxPPnRGPXaGN3PtpXd,https://api.spotify.com/v1/audio-analysis/65fbHxPPnRGPXaGN3PtpXd,388107,4
775,Let's Nacho,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,audio_features,4mQpBIJKBpd8lcrtZ73SP8,spotify:track:4mQpBIJKBpd8lcrtZ73SP8,https://api.spotify.com/v1/tracks/4mQpBIJKBpd8lcrtZ73SP8,https://api.spotify.com/v1/audio-analysis/4mQpBIJKBpd8lcrtZ73SP8,215076,4
776,The Night We Met,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,audio_features,3hRV0jL3vUpRrcy398teAU,spotify:track:3hRV0jL3vUpRrcy398teAU,https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU,https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU,208212,3
777,Mashooka,0.927,0.558,6,-6.947,0,0.141,0.529,0.0,0.227,0.694,110.016,audio_features,78iOfBb1DWPhKzihpDGZf5,spotify:track:78iOfBb1DWPhKzihpDGZf5,https://api.spotify.com/v1/tracks/78iOfBb1DWPhKzihpDGZf5,https://api.spotify.com/v1/audio-analysis/78iOfBb1DWPhKzihpDGZf5,148364,4
778,Ajas Gets To Know,0.365,0.715,9,-10.032,0,0.0423,0.681,0.909,0.122,0.155,160.044,audio_features,3ECESOUbrpPm8WDEkKjrSG,spotify:track:3ECESOUbrpPm8WDEkKjrSG,https://api.spotify.com/v1/tracks/3ECESOUbrpPm8WDEkKjrSG,https://api.spotify.com/v1/audio-analysis/3ECESOUbrpPm8WDEkKjrSG,165750,4
779,"Kalaastar (From ""Honey 3.0"")",0.812,0.832,1,-3.333,0,0.0499,0.0659,0.0,0.0719,0.594,94.973,audio_features,1sZFDDmmBVkcHOpV6AB0Nx,spotify:track:1sZFDDmmBVkcHOpV6AB0Nx,https://api.spotify.com/v1/tracks/1sZFDDmmBVkcHOpV6AB0Nx,https://api.spotify.com/v1/audio-analysis/1sZFDDmmBVkcHOpV6AB0Nx,207789,4
780,Zoro vs Mihawk,0.599,0.76,11,-9.243,0,0.0271,0.204,0.946,0.187,0.507,98.022,audio_features,1dH92pP3jTYak6uPoG9OyV,spotify:track:1dH92pP3jTYak6uPoG9OyV,https://api.spotify.com/v1/tracks/1dH92pP3jTYak6uPoG9OyV,https://api.spotify.com/v1/audio-analysis/1dH92pP3jTYak6uPoG9OyV,182253,1
781,Spring,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,audio_features,2j1fFjWHCI9KJSwcuYAOyF,spotify:track:2j1fFjWHCI9KJSwcuYAOyF,https://api.spotify.com/v1/tracks/2j1fFjWHCI9KJSwcuYAOyF,https://api.spotify.com/v1/audio-analysis/2j1fFjWHCI9KJSwcuYAOyF,274097,4
782,Ajj Din Chadheya,0.53,0.701,9,-4.54,1,0.0823,0.536,8.09e-06,0.118,0.818,171.856,audio_features,4NmWv6PEGEAmorN5UN9fRo,spotify:track:4NmWv6PEGEAmorN5UN9fRo,https://api.spotify.com/v1/tracks/4NmWv6PEGEAmorN5UN9fRo,https://api.spotify.com/v1/audio-analysis/4NmWv6PEGEAmorN5UN9fRo,315013,4
783,25-25,0.719,0.656,11,-6.723,0,0.163,0.0487,1.27e-06,0.0884,0.328,90.055,audio_features,4aObqXLku7XQqfVQ8azYGo,spotify:track:4aObqXLku7XQqfVQ8azYGo,https://api.spotify.com/v1/tracks/4aObqXLku7XQqfVQ8azYGo,https://api.spotify.com/v1/audio-analysis/4aObqXLku7XQqfVQ8azYGo,215333,4
784,Lovin On Me,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4
785,Dariya,0.558,0.425,8,-6.615,1,0.0268,0.728,0.0,0.101,0.353,98.908,audio_features,4ulISxSlTF9LXHs9dir9Z1,spotify:track:4ulISxSlTF9LXHs9dir9Z1,https://api.spotify.com/v1/tracks/4ulISxSlTF9LXHs9dir9Z1,https://api.spotify.com/v1/audio-analysis/4ulISxSlTF9LXHs9dir9Z1,217992,4
786,"Daana Paani (From ""Daana Paani"" Soundtrack)",0.635,0.763,6,-4.415,1,0.178,0.48,0.0,0.377,0.685,99.975,audio_features,7xT9DUDXxmjb1hsIcnzGrq,spotify:track:7xT9DUDXxmjb1hsIcnzGrq,https://api.spotify.com/v1/tracks/7xT9DUDXxmjb1hsIcnzGrq,https://api.spotify.com/v1/audio-analysis/7xT9DUDXxmjb1hsIcnzGrq,156914,4
787,About You,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,audio_features,1fDFHXcykq4iw8Gg7s5hG9,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,https://api.spotify.com/v1/tracks/1fDFHXcykq4iw8Gg7s5hG9,https://api.spotify.com/v1/audio-analysis/1fDFHXcykq4iw8Gg7s5hG9,326491,4
788,Pahadon Mein,0.776,0.477,1,-10.049,1,0.0308,0.592,0.000184,0.105,0.774,115.008,audio_features,1EuQFujqMzy76oZZ7R2xNO,spotify:track:1EuQFujqMzy76oZZ7R2xNO,https://api.spotify.com/v1/tracks/1EuQFujqMzy76oZZ7R2xNO,https://api.spotify.com/v1/audio-analysis/1EuQFujqMzy76oZZ7R2xNO,225391,4
789,Sunflower - Spider-Man: Into the Spider-Verse,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
790,Take Me Out,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4
791,Kinni Kinni,0.883,0.525,3,-8.391,0,0.112,0.517,0.00046,0.0734,0.608,97.005,audio_features,3F3ZuXYFXGM1V6pk3b3zmi,spotify:track:3F3ZuXYFXGM1V6pk3b3zmi,https://api.spotify.com/v1/tracks/3F3ZuXYFXGM1V6pk3b3zmi,https://api.spotify.com/v1/audio-analysis/3F3ZuXYFXGM1V6pk3b3zmi,213344,4
792,Jatt Vailly,0.868,0.523,7,-7.487,1,0.058,0.052,1.36e-05,0.22,0.799,98.038,audio_features,18kRElgBSIAsd3DHPUajuI,spotify:track:18kRElgBSIAsd3DHPUajuI,https://api.spotify.com/v1/tracks/18kRElgBSIAsd3DHPUajuI,https://api.spotify.com/v1/audio-analysis/18kRElgBSIAsd3DHPUajuI,151990,4
793,Someone You Loved,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
794,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),0.705,0.751,7,-4.767,1,0.287,0.0598,2.51e-06,0.907,0.819,80.727,audio_features,1UJNbgfTzG1gZZTWFJdMf1,spotify:track:1UJNbgfTzG1gZZTWFJdMf1,https://api.spotify.com/v1/tracks/1UJNbgfTzG1gZZTWFJdMf1,https://api.spotify.com/v1/audio-analysis/1UJNbgfTzG1gZZTWFJdMf1,174867,4
795,Sajna Ve,0.718,0.755,8,-6.682,1,0.122,0.559,4.7e-05,0.0827,0.808,99.432,audio_features,1WL9fq1sjsbyEEuHxBOvS9,spotify:track:1WL9fq1sjsbyEEuHxBOvS9,https://api.spotify.com/v1/tracks/1WL9fq1sjsbyEEuHxBOvS9,https://api.spotify.com/v1/audio-analysis/1WL9fq1sjsbyEEuHxBOvS9,239373,4
796,Laado,0.871,0.548,2,-8.912,1,0.186,0.669,0.000157,0.12,0.652,129.972,audio_features,0NuWRfZRWzn1oc9piFhK9n,spotify:track:0NuWRfZRWzn1oc9piFhK9n,https://api.spotify.com/v1/tracks/0NuWRfZRWzn1oc9piFhK9n,https://api.spotify.com/v1/audio-analysis/0NuWRfZRWzn1oc9piFhK9n,148615,4
797,Ashtavakra geeta 01,0.567,0.21,3,-16.039,1,0.274,0.945,0.0,0.0866,0.351,134.507,audio_features,64huCdNtTHarstThyV0OsM,spotify:track:64huCdNtTHarstThyV0OsM,https://api.spotify.com/v1/tracks/64huCdNtTHarstThyV0OsM,https://api.spotify.com/v1/audio-analysis/64huCdNtTHarstThyV0OsM,452545,1
798,Chosen Ones,0.436,0.822,5,-2.967,1,0.0314,0.000217,0.00287,0.325,0.378,85.022,audio_features,3Vn7X3M0ZY4rnb6BVFreW4,spotify:track:3Vn7X3M0ZY4rnb6BVFreW4,https://api.spotify.com/v1/tracks/3Vn7X3M0ZY4rnb6BVFreW4,https://api.spotify.com/v1/audio-analysis/3Vn7X3M0ZY4rnb6BVFreW4,193307,4
799,Beyond the Sea,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,audio_features,3KzgdYUlqV6TOG7JCmx2Wg,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/tracks/3KzgdYUlqV6TOG7JCmx2Wg,https://api.spotify.com/v1/audio-analysis/3KzgdYUlqV6TOG7JCmx2Wg,172480,4
800,7 Minutes,0.613,0.739,10,-6.478,1,0.0311,0.526,0.0,0.149,0.712,104.966,audio_features,6FYbr9QzRoZPh0Re8lDO9z,spotify:track:6FYbr9QzRoZPh0Re8lDO9z,https://api.spotify.com/v1/tracks/6FYbr9QzRoZPh0Re8lDO9z,https://api.spotify.com/v1/audio-analysis/6FYbr9QzRoZPh0Re8lDO9z,211453,4
801,Tum Se Hi,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,audio_features,7eQl3Yqv35ioqUfveKHitE,spotify:track:7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/tracks/7eQl3Yqv35ioqUfveKHitE,https://api.spotify.com/v1/audio-analysis/7eQl3Yqv35ioqUfveKHitE,321225,4
802,"Friendship (From ""Deltarune"")",0.544,0.924,9,-4.483,1,0.0374,0.00325,0.594,0.236,0.214,92.496,audio_features,5bvPXfKPNO5hidqlkIjflS,spotify:track:5bvPXfKPNO5hidqlkIjflS,https://api.spotify.com/v1/tracks/5bvPXfKPNO5hidqlkIjflS,https://api.spotify.com/v1/audio-analysis/5bvPXfKPNO5hidqlkIjflS,199135,4
803,The Power Of HARD WORK | Andrew Tate,0.433,0.607,5,-7.043,1,0.322,0.799,0.0,0.181,0.76,71.751,audio_features,6jbQz6myHbXEMieoMsbhPM,spotify:track:6jbQz6myHbXEMieoMsbhPM,https://api.spotify.com/v1/tracks/6jbQz6myHbXEMieoMsbhPM,https://api.spotify.com/v1/audio-analysis/6jbQz6myHbXEMieoMsbhPM,3484839,4
804,Check It Out,0.923,0.705,8,-4.548,0,0.26,0.0992,4.12e-06,0.198,0.587,94.022,audio_features,4VosVUajzm6nzGlSb6nP3L,spotify:track:4VosVUajzm6nzGlSb6nP3L,https://api.spotify.com/v1/tracks/4VosVUajzm6nzGlSb6nP3L,https://api.spotify.com/v1/audio-analysis/4VosVUajzm6nzGlSb6nP3L,195957,4
805,Yoga Nidra | NSDR For Work Breaks,0.341,0.0295,0,-16.19,0,0.051,0.908,0.0186,0.136,0.162,73.239,audio_features,6WXHygQ3zRFw4VXmOneZKG,spotify:track:6WXHygQ3zRFw4VXmOneZKG,https://api.spotify.com/v1/tracks/6WXHygQ3zRFw4VXmOneZKG,https://api.spotify.com/v1/audio-analysis/6WXHygQ3zRFw4VXmOneZKG,1581680,3
806,1980s Horror Film II,0.593,0.658,2,-4.957,1,0.0304,0.0038,0.0126,0.0804,0.27,116.021,audio_features,3VzULnaqPKf1deQyZ5W4Ah,spotify:track:3VzULnaqPKf1deQyZ5W4Ah,https://api.spotify.com/v1/tracks/3VzULnaqPKf1deQyZ5W4Ah,https://api.spotify.com/v1/audio-analysis/3VzULnaqPKf1deQyZ5W4Ah,235272,4
807,Tu Jaane Na,0.702,0.86,7,-3.969,1,0.0345,0.361,1.33e-06,0.133,0.829,120.042,audio_features,4iFPsNzNV7V9KJgcOX7TEO,spotify:track:4iFPsNzNV7V9KJgcOX7TEO,https://api.spotify.com/v1/tracks/4iFPsNzNV7V9KJgcOX7TEO,https://api.spotify.com/v1/audio-analysis/4iFPsNzNV7V9KJgcOX7TEO,341933,4
808,Steal My Girl,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,audio_features,2Bs4jQEGMycglOfWPBqrVG,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,228133,4
809,Nosebleed Seats,0.55,0.71,4,-8.909,1,0.0432,0.602,0.0816,0.109,0.158,144.276,audio_features,3zREOGri6ic2vk6Dt2NJWk,spotify:track:3zREOGri6ic2vk6Dt2NJWk,https://api.spotify.com/v1/tracks/3zREOGri6ic2vk6Dt2NJWk,https://api.spotify.com/v1/audio-analysis/3zREOGri6ic2vk6Dt2NJWk,161773,4
810,The Valley of The Pagans (feat. Beck),0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,audio_features,3oP3Tfn86FRmxAGsV0TqCp,spotify:track:3oP3Tfn86FRmxAGsV0TqCp,https://api.spotify.com/v1/tracks/3oP3Tfn86FRmxAGsV0TqCp,https://api.spotify.com/v1/audio-analysis/3oP3Tfn86FRmxAGsV0TqCp,181029,4
811,Naina Ki Talwar,0.734,0.656,5,-6.395,0,0.132,0.549,0.0,0.0887,0.794,146.071,audio_features,0o26gLFYauwW6oBwtHZFZZ,spotify:track:0o26gLFYauwW6oBwtHZFZZ,https://api.spotify.com/v1/tracks/0o26gLFYauwW6oBwtHZFZZ,https://api.spotify.com/v1/audio-analysis/0o26gLFYauwW6oBwtHZFZZ,163172,4
812,Ghostride,0.665,0.351,2,-9.424,1,0.0276,0.516,0.819,0.109,0.451,87.057,audio_features,0R3TWpoxAhT3HDXM7tpRzS,spotify:track:0R3TWpoxAhT3HDXM7tpRzS,https://api.spotify.com/v1/tracks/0R3TWpoxAhT3HDXM7tpRzS,https://api.spotify.com/v1/audio-analysis/0R3TWpoxAhT3HDXM7tpRzS,126120,4
813,Hoops,0.69,0.578,8,-7.345,0,0.155,0.547,0.0,0.0968,0.777,170.092,audio_features,6yAwGkkTU4q4vkgufzOVXH,spotify:track:6yAwGkkTU4q4vkgufzOVXH,https://api.spotify.com/v1/tracks/6yAwGkkTU4q4vkgufzOVXH,https://api.spotify.com/v1/audio-analysis/6yAwGkkTU4q4vkgufzOVXH,190005,4
814,Muchh,0.716,0.872,9,-3.103,1,0.211,0.0968,0.0,0.139,0.769,165.929,audio_features,3m3uKnTWKAPlnfggqVsIOq,spotify:track:3m3uKnTWKAPlnfggqVsIOq,https://api.spotify.com/v1/tracks/3m3uKnTWKAPlnfggqVsIOq,https://api.spotify.com/v1/audio-analysis/3m3uKnTWKAPlnfggqVsIOq,205301,4
815,Fire Away,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,audio_features,5j4hSQH0KaAc8f6cimnXIT,spotify:track:5j4hSQH0KaAc8f6cimnXIT,https://api.spotify.com/v1/tracks/5j4hSQH0KaAc8f6cimnXIT,https://api.spotify.com/v1/audio-analysis/5j4hSQH0KaAc8f6cimnXIT,244333,3
816,Just Like a Movie,0.449,0.825,11,-5.177,1,0.037,0.00121,0.0,0.208,0.223,135.934,audio_features,0Jgbauc8Nv2OOjR5ERW28B,spotify:track:0Jgbauc8Nv2OOjR5ERW28B,https://api.spotify.com/v1/tracks/0Jgbauc8Nv2OOjR5ERW28B,https://api.spotify.com/v1/audio-analysis/0Jgbauc8Nv2OOjR5ERW28B,247613,4
817,"Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax",0.0706,0.114,0,-21.584,1,0.0488,0.825,0.897,0.114,0.0267,67.293,audio_features,7MbcJUfFgpZu9XyUn7kulL,spotify:track:7MbcJUfFgpZu9XyUn7kulL,https://api.spotify.com/v1/tracks/7MbcJUfFgpZu9XyUn7kulL,https://api.spotify.com/v1/audio-analysis/7MbcJUfFgpZu9XyUn7kulL,3752603,5
818,Ep 73 Soul Reflections Can Everyone BE SUCCESSFUL?: : BK Shivani sister shivani,0.602,0.618,5,-5.594,1,0.0337,0.332,0.0,0.0924,0.67,139.821,audio_features,13NFEIYGK0Y8vY7b3moxke,spotify:track:13NFEIYGK0Y8vY7b3moxke,https://api.spotify.com/v1/tracks/13NFEIYGK0Y8vY7b3moxke,https://api.spotify.com/v1/audio-analysis/13NFEIYGK0Y8vY7b3moxke,459337,4
819,Ramuloo Ramulaa,0.663,0.913,5,-4.681,0,0.152,0.415,0.000496,0.158,0.805,187.552,audio_features,4uXJADmybUHUgycBWFHeq6,spotify:track:4uXJADmybUHUgycBWFHeq6,https://api.spotify.com/v1/tracks/4uXJADmybUHUgycBWFHeq6,https://api.spotify.com/v1/audio-analysis/4uXJADmybUHUgycBWFHeq6,245760,3
820,Something,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,4gHnSNHs8RyVukKoWdS99f,spotify:track:4gHnSNHs8RyVukKoWdS99f,https://api.spotify.com/v1/tracks/4gHnSNHs8RyVukKoWdS99f,https://api.spotify.com/v1/audio-analysis/4gHnSNHs8RyVukKoWdS99f,232147,4
821,Fluorescent Adolescent,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
822,For Reasons Unknown,0.504,0.884,3,-4.214,1,0.0366,0.000458,0.0399,0.108,0.516,140.398,audio_features,6suRRwX61xSMfU7wJuCVdy,spotify:track:6suRRwX61xSMfU7wJuCVdy,https://api.spotify.com/v1/tracks/6suRRwX61xSMfU7wJuCVdy,https://api.spotify.com/v1/audio-analysis/6suRRwX61xSMfU7wJuCVdy,212267,4
823,SHRIMAD BHAGWADGITA ADHYAY 01,0.687,0.157,3,-15.42,1,0.228,0.939,0.0,0.0854,0.364,136.507,audio_features,4yNgrxvPUSOkNG3Rgj6bua,spotify:track:4yNgrxvPUSOkNG3Rgj6bua,https://api.spotify.com/v1/tracks/4yNgrxvPUSOkNG3Rgj6bua,https://api.spotify.com/v1/audio-analysis/4yNgrxvPUSOkNG3Rgj6bua,405856,4
824,Imagination,0.744,0.642,2,-4.6,0,0.031,0.115,3.95e-05,0.279,0.63,94.988,audio_features,2flxduIqEbsicdmPyj1WVW,spotify:track:2flxduIqEbsicdmPyj1WVW,https://api.spotify.com/v1/tracks/2flxduIqEbsicdmPyj1WVW,https://api.spotify.com/v1/audio-analysis/2flxduIqEbsicdmPyj1WVW,256267,4
825,Chaand Baaliyan,0.729,0.396,0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,audio_features,0snQrp1VaY5Pj1YIHRJpRJ,spotify:track:0snQrp1VaY5Pj1YIHRJpRJ,https://api.spotify.com/v1/tracks/0snQrp1VaY5Pj1YIHRJpRJ,https://api.spotify.com/v1/audio-analysis/0snQrp1VaY5Pj1YIHRJpRJ,103265,4
826,महादेव का प्रतीक,0.814,0.407,5,-9.649,1,0.0651,0.649,0.0,0.0887,0.698,89.985,audio_features,2kYyKEVVQIE11zihGMUWog,spotify:track:2kYyKEVVQIE11zihGMUWog,https://api.spotify.com/v1/tracks/2kYyKEVVQIE11zihGMUWog,https://api.spotify.com/v1/audio-analysis/2kYyKEVVQIE11zihGMUWog,170000,4
827,Deva Deva,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,audio_features,0IGXY47K2ha3AHfX57wY1O,spotify:track:0IGXY47K2ha3AHfX57wY1O,https://api.spotify.com/v1/tracks/0IGXY47K2ha3AHfX57wY1O,https://api.spotify.com/v1/audio-analysis/0IGXY47K2ha3AHfX57wY1O,279107,4
828,Silent Cat - For Saavn,0.43,0.0936,11,-16.189,0,0.0355,0.833,0.000127,0.101,0.226,99.189,audio_features,4RGRCXAXei71rLeYUeCbS3,spotify:track:4RGRCXAXei71rLeYUeCbS3,https://api.spotify.com/v1/tracks/4RGRCXAXei71rLeYUeCbS3,https://api.spotify.com/v1/audio-analysis/4RGRCXAXei71rLeYUeCbS3,144356,4
829,Tera Yaar Hoon Main,0.559,0.541,10,-5.525,1,0.0313,0.34,4.66e-06,0.102,0.309,83.978,audio_features,4ZTx87kAgEwlPMzoojFZWg,spotify:track:4ZTx87kAgEwlPMzoojFZWg,https://api.spotify.com/v1/tracks/4ZTx87kAgEwlPMzoojFZWg,https://api.spotify.com/v1/audio-analysis/4ZTx87kAgEwlPMzoojFZWg,264806,4
830,Heathens,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4
831,"Guru Nanak Dev Ki Kahaani, Sikhism Aur Sikh Philosophy ft. Sarbpreet Singh | TRS हिंदी 193",0.544,0.673,2,-5.688,0,0.046,0.769,1.57e-05,0.101,0.389,139.803,audio_features,4twL6khW8atNygs4mc4BUy,spotify:track:4twL6khW8atNygs4mc4BUy,https://api.spotify.com/v1/tracks/4twL6khW8atNygs4mc4BUy,https://api.spotify.com/v1/audio-analysis/4twL6khW8atNygs4mc4BUy,278786,4
832,Ennodu Nee Irundhaal,0.261,0.603,0,-6.733,1,0.0367,0.558,0.0,0.184,0.207,158.125,audio_features,7mLEUzAulFygMchoGMrP8E,spotify:track:7mLEUzAulFygMchoGMrP8E,https://api.spotify.com/v1/tracks/7mLEUzAulFygMchoGMrP8E,https://api.spotify.com/v1/audio-analysis/7mLEUzAulFygMchoGMrP8E,352711,4
833,Track Suit,0.701,0.834,5,-4.355,0,0.202,0.22,0.0,0.354,0.782,92.019,audio_features,7ABCuDLEY2GyAwnGcqkmt2,spotify:track:7ABCuDLEY2GyAwnGcqkmt2,https://api.spotify.com/v1/tracks/7ABCuDLEY2GyAwnGcqkmt2,https://api.spotify.com/v1/audio-analysis/7ABCuDLEY2GyAwnGcqkmt2,198261,4
834,Ykwim,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23e-06,0.457,0.655,105.015,audio_features,6qS40yL7kXVoChI8SSCQIQ,spotify:track:6qS40yL7kXVoChI8SSCQIQ,https://api.spotify.com/v1/tracks/6qS40yL7kXVoChI8SSCQIQ,https://api.spotify.com/v1/audio-analysis/6qS40yL7kXVoChI8SSCQIQ,194857,4
835,How To Always Make The Right Decision ,0.632,0.658,6,-6.617,0,0.026,0.0121,0.0,0.162,0.397,96.984,audio_features,5teKXVD41c6porJjc0vBrA,spotify:track:5teKXVD41c6porJjc0vBrA,https://api.spotify.com/v1/tracks/5teKXVD41c6porJjc0vBrA,https://api.spotify.com/v1/audio-analysis/5teKXVD41c6porJjc0vBrA,184948,4
836,Piledriver waltz,0.533,0.748,1,-7.861,1,0.0285,0.119,0.612,0.316,0.343,105.921,audio_features,3s5ogvexUgA6XjNj37zpnP,spotify:track:3s5ogvexUgA6XjNj37zpnP,https://api.spotify.com/v1/tracks/3s5ogvexUgA6XjNj37zpnP,https://api.spotify.com/v1/audio-analysis/3s5ogvexUgA6XjNj37zpnP,204880,3
837,Bakhuda Tumhi Ho,0.322,0.752,2,-3.457,1,0.0422,0.633,0.0,0.129,0.502,126.967,audio_features,0h73AwuEY2x44cBMOP58fO,spotify:track:0h73AwuEY2x44cBMOP58fO,https://api.spotify.com/v1/tracks/0h73AwuEY2x44cBMOP58fO,https://api.spotify.com/v1/audio-analysis/0h73AwuEY2x44cBMOP58fO,292493,4
838,Why'd You Only Call Me When You're High?,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
839,King$hit,0.891,0.5,6,-10.367,1,0.319,0.0278,0.0,0.0816,0.482,98.036,audio_features,0T8z9vE4Rijgi4S2h5vm3O,spotify:track:0T8z9vE4Rijgi4S2h5vm3O,https://api.spotify.com/v1/tracks/0T8z9vE4Rijgi4S2h5vm3O,https://api.spotify.com/v1/audio-analysis/0T8z9vE4Rijgi4S2h5vm3O,180000,4
840,Ezhutha Kadha,0.296,0.247,0,-13.141,1,0.0331,0.831,0.00375,0.0847,0.346,169.485,audio_features,6OyPgzCCMfkGskfmlGOA29,spotify:track:6OyPgzCCMfkGskfmlGOA29,https://api.spotify.com/v1/tracks/6OyPgzCCMfkGskfmlGOA29,https://api.spotify.com/v1/audio-analysis/6OyPgzCCMfkGskfmlGOA29,233113,4
